record,uuid,date,s2,s3,s4,s5r1,s5r2,s5r3,s5r4,s5r5,s5r6,s5r7,s6,s6r22oe,origcat,state,akc,alc,arc,azc,cac,coc,ctc,dec,flc,gac,hic,iac,idc,ilc,inc,ksc,kyc,lac,mac,mec,mdc,mic,mnc,moc,msc,mtc,ncc,ndc,nec,nhc,nmc,nvc,njc,nyc,ohc,okc,orc,pac,ric,scc,sdc,tnc,txc,utc,vac,vtc,wac,wic,wvc,wyc,s9,educat,s10,q1,q2,splitassignment1,pipeq3r1,pipeq3r2,pipeq3none,q3,q3r8oe,pipeq4r3,pipeq4r2,pipeq4none,q4r1,q4r2,q4r3,q4r4,q4r5,q4r6,q4r7,q4r8,q4r9,q5,q6,q7,q8r1,q8r2,q8r3,q8r4,q8r5,q8r6,q8r7,q8r8,q8r9,q8r10,q8r11,q8r12,q9,q10,q11,q12,q13,criminality,q14r1,q14r2,q14r3,q14r4,q14r5,q15,q16,q17r1,q18,q19,q20r1,q20r2,q20r3,q20r4,q20r5,q21,q71,q22,q23,q24,q25,q26,q27,q28,q29r1,q29r2,q29r3,q29r4,q29r5,q29r6,q30r1,q30r2,q30r3,q30r4,q30r5,q30r6,q30r7,q30r8,oaxaca_treatments,q31,q32,q33,q34,q35r1,q35r2,q35r3,q35r4,q35r5,q36,q37,q37r8oe,q38,q38r8oe,q39,q40,q41,q42,q43,q44,q45,q46,q47,q48,q49,q50r1,q50r2,q50r3,q50r4,q50r5,q50r6,q50r7,q50r7oe,q51,q52r1,q52r2,q52r3,q52r4,q52r5,q52r6,q52r7,q52r8,q52r9,q52r10,q52r11,q52r12,q52r13,q52r14,q72,q53a,q53b,q54,q55,q56r1,q56r2,q56r3,q56r4,q56r5,q56r6,q56r7,q56r8,q56r9,q57,q58,q59,q60,q61,q62,q63r1,q63r2,q63r3,q63r4,q63r5,q63r6,q63r7,q64,q65,q66,q67,q68r1,q68r2,q68r3,q68r4,q68r5,q68r6,q68r7,q68r8,q69r1,q69r2,q69r3,q69r4,q69r5,q69r6,q69r7,q69r8,q69r9,q69r10,q69r11,q69r12,q69r13,q69r14,q69r15,q69r16,q69r17,q69r18,q69r19,q69r20,q69r21,q69r22,q69r23,q69r24,q69r25,q69r26,q69r27,q69r28,q69r29,q69r30,q69r31,q69r32,q69r31oe,q70,vlist,qtime,vmobiledevice,vmobileos,start_date,declang,weight
11112,4nr657n7af0t3m76,5/13/25 12:06,3,2,2,0,1,0,0,0,0,0,13,,1,10,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,2,24,2,2,0,1,0,7,,0,1,0,2,2,2,2,2,2,2,2,2,,3,1,0,1,1,1,1,1,0,0,0,1,,0,2,1,2,,1,1,0,0,0,1,0,4,2,4,3,4,0,0,0,1,0,1,1,2,1,,3,1,9,3,1,2,1,1,1,1,0,1,1,1,0,1,0,0,1,3,4,1,3,0,0,0,0,1,4,,,4,,4,1,2,2,2,4,3,3,3,1,1,0,0,1,0,0,0,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,2,3,1,0,0,0,0,0,1,0,0,2,2,6,3,2,3,1,0,0,0,0,0,0,,3,,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,34250,5,735.38,5,6,5/13/25 11:52,spanish,0.6754974
11320,duc3r79qu7r19ega,5/13/25 21:37,6,1,2,0,1,0,0,0,0,0,13,,1,5,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,43,1,2,0,1,0,1,,0,1,0,2,2,2,2,2,2,1,2,2,,3,1,0,0,0,0,0,0,0,0,1,,0,0,4,4,1,,1,1,0,0,1,0,0,1,1,7,1,3,0,0,0,0,1,2,2,1,4,,1,2,9,4,1,1,1,1,2,1,0,0,0,0,0,0,1,0,3,5,5,1,5,0,1,1,0,0,5,,,1,,1,1,3,4,4,4,3,4,4,1,3,,,,,,,,,,0,0,0,0,0,0,0,1,1,0,0,1,0,0,2,4,1,2,1,0,0,0,0,0,0,0,0,1,,3,9,1,1,4,1,0,0,0,0,0,0,1,1,1,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,94589,1,2576.48,6,6,5/13/25 20:54,spanish,1.38328
16,23f2zrbsrcd4h8ze,4/22/25 15:29,6,2,2,0,1,0,0,0,0,0,13,,1,14,,,,,,,,,,,,,,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,2,73,2,2,0,1,0,3,,0,1,0,2,2,2,2,2,2,2,2,1,,2,2,0,0,0,0,0,0,0,0,0,0,,1,5,5,5,,2,2,0,0,0,1,0,1,1,5,1,4,0,0,0,0,1,3,2,1,1,,2,1,8,4,2,2,2,2,2,2,0,1,0,0,0,0,0,0,2,1,2,1,3,0,0,0,0,1,4,,,9,,3,1,3,1,3,5,4,4,2,1,3,,,,,,,,,,0,1,0,0,1,0,0,0,0,0,1,0,1,0,3,2,0,,,0,0,0,0,0,0,0,0,1,,2,2,2,3,3,0,0,0,0,1,0,0,,3,,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,61111,1,1264.28,6,6,4/22/25 14:57,spanish,1.055465
32,y87zsh56v5s4mdne,4/28/25 15:58,3,2,2,0,1,0,0,0,0,0,14,,2,34,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,3,1,2,39,2,2,0,1,0,4,,0,1,0,2,2,2,2,2,2,2,2,2,,4,2,0,0,0,1,1,0,1,0,0,0,,0,5,5,5,,2,2,1,0,0,0,0,2,2,7,2,4,0,0,0,0,1,3,4,1,1,,2,1,12,2,2,2,2,2,2,2,0,1,1,0,1,0,1,0,4,2,3,2,3,0,0,0,1,0,2,,,3,,2,2,2,1,2,4,4,3,2,1,3,,,,,,,,,,1,1,0,1,1,0,1,1,1,1,1,1,1,0,2,3,0,,,1,0,0,0,0,0,0,0,0,1,3,10,1,1,2,0,0,0,0,1,1,0,,2,1,,0,1,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,28807,1,2438.4,6,6,4/22/25 15:36,spanish,0.9933786
58,c0506g08unafcdrc,4/22/25 17:27,4,2,2,0,1,0,0,0,0,0,7,,4,14,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,2,44,2,2,0,1,0,3,,0,1,0,2,2,2,2,2,2,2,2,2,,1,2,1,0,0,0,0,0,0,0,1,0,,0,5,5,2,,2,2,0,0,0,1,0,2,2,7,3,4,0,0,0,0,1,3,4,1,2,,3,2,20,2,2,2,3,2,1,2,0,1,0,1,1,0,0,0,1,5,5,1,4,0,0,0,0,1,3,,,3,,3,2,1,1,2,5,4,4,2,1,3,,,,,,,,,,1,1,0,1,1,0,0,1,1,1,1,1,1,0,1,3,0,,,0,0,0,0,0,0,0,0,1,,2,5,3,2,2,0,0,0,0,1,0,0,,2,1,,0,0,0,1,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,60007,1,1870.52,6,6,4/22/25 16:50,spanish,0.8278155
222,wqbetbrrksgg7cew,4/23/25 18:30,6,1,2,0,1,0,0,0,0,0,13,,1,10,,,,,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,2,2,2,0,1,0,1,,0,1,0,2,1,1,2,2,1,1,2,1,,4,1,0,0,0,0,0,0,0,0,0,,0,1,5,4,2,,2,2,0,0,0,1,0,3,2,2,1,3,0,0,0,0,1,1,1,1,2,,2,2,20,4,2,2,2,2,2,1,0,1,1,0,1,1,1,0,2,3,4,3,2,0,0,0,0,1,4,,,3,,3,3,1,2,1,5,5,4,3,1,3,,,,,,,,,,0,1,1,0,1,0,1,0,0,0,0,0,1,0,3,3,0,,,0,1,0,0,0,0,1,0,0,1,3,8,3,2,1,0,0,0,0,1,1,0,1,2,2,,0,1,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,33033,1,2176.71,6,6,4/23/25 17:47,spanish,1.594066
232,t18e63u5aqgwdhgz,4/23/25 19:14,6,2,2,0,1,0,0,0,0,0,13,,1,5,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,1,76,2,2,0,1,0,6,,0,1,0,2,2,2,2,2,2,2,2,2,,1,1,1,1,0,0,0,0,1,1,1,,1,0,5,5,5,,2,2,0,1,0,0,0,1,2,6,2,4,0,0,0,0,1,1,1,1,1,,3,1,6,1,2,3,3,2,2,3,0,0,0,0,1,0,0,0,3,5,3,2,4,0,0,0,1,0,4,,,3,,3,1,1,1,3,5,5,3,1,2,3,,,,,,,,,,1,1,0,1,1,0,1,1,0,1,1,0,1,0,1,2,2,1,2,1,1,0,0,0,0,1,0,0,4,3,10,1,1,2,0,0,0,1,0,0,0,1,2,1,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,94544,1,2025.43,6,6,4/23/25 18:40,spanish,0.9420023
248,2hw3mqsasc7mxjsr,4/24/25 12:47,3,1,2,0,1,0,0,0,0,0,12,,2,5,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,4,8,2,2,0,1,0,1,,0,1,0,2,2,2,2,2,2,1,2,2,,2,2,0,0,0,0,0,0,0,0,0,0,,1,5,5,5,,2,2,0,0,0,1,0,3,3,4,3,4,0,0,0,0,1,1,1,1,1,,3,4,10,3,2,2,2,2,1,2,0,1,0,0,0,0,0,0,2,1,2,2,3,0,0,0,1,0,2,,,3,,3,1,1,2,2,5,5,3,2,1,3,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,2,3,0,0,0,0,0,0,0,0,1,,2,4,2,3,1,0,0,0,1,0,0,0,,3,,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,94602,1,2098.83,6,6,4/24/25 12:08,spanish,1.113934
264,bnxnf3c7exwubmsc,4/24/25 13:21,5,1,2,0,1,0,0,0,0,0,13,,1,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,,,1,1,2,28,2,2,0,1,0,1,,0,1,0,2,3,2,2,2,2,2,2,2,,3,2,0,0,0,0,0,0,1,0,1,1,,0,5,5,5,,2,2,1,0,0,0,0,2,2,7,1,4,0,0,0,0,1,1,1,2,1,,2,4,2,4,2,2,3,2,2,2,0,1,0,0,0,0,0,0,3,4,2,2,2,0,0,0,0,1,2,,,3,,3,1,3,2,2,5,5,4,2,1,3,,,,,,,,,,1,1,0,0,1,0,1,0,0,0,1,1,1,0,3,2,2,2,1,0,0,0,0,0,0,0,0,1,,2,4,1,2,2,0,0,0,0,0,0,1,,2,2,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,98951,1,2171.74,6,6,4/24/25 12:44,spanish,1.127195
277,1wzdgsryuzukaznj,4/24/25 17:18,6,2,2,0,1,0,0,0,0,0,13,,1,10,,,,,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,37,2,2,0,1,0,3,,0,1,0,3,1,2,2,2,2,1,1,1,,3,1,0,0,0,0,0,0,0,0,0,0,,1,5,5,5,,2,2,1,1,0,0,0,1,1,6,3,4,0,0,0,0,1,1,4,2,1,,2,4,5,2,3,3,3,2,2,2,0,0,0,0,0,0,0,1,1,3,2,3,3,0,0,0,1,0,1,,,4,,4,2,1,1,1,4,4,2,2,2,3,,,,,,,,,,0,1,0,1,0,0,0,0,1,0,0,0,0,0,3,2,0,,,1,0,0,0,0,0,1,0,0,4,1,1,1,3,4,0,0,0,0,0,0,1,,2,2,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,33135,1,1163.74,6,6,4/24/25 13:17,spanish,1.59639
338,ms0s9x91umu47djd,4/29/25 14:16,5,1,2,0,1,0,0,0,0,0,13,,1,5,,,,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,56,2,2,0,1,0,3,,0,1,0,2,2,2,2,2,2,2,2,2,,2,3,0,0,0,0,0,0,0,1,0,0,,0,5,4,4,,2,2,0,0,0,1,0,1,1,4,2,3,0,0,0,0,1,2,2,1,1,,1,1,1,5,2,2,2,2,1,2,0,0,1,0,0,0,0,0,3,2,2,2,2,0,0,0,1,0,2,,,3,,3,2,3,3,3,4,4,3,3,2,3,,,,,,,,,,0,1,0,0,1,0,0,0,0,0,0,0,1,0,2,3,2,3,1,1,1,0,0,0,0,0,0,0,1,2,8,2,3,2,0,0,0,0,1,0,0,,3,,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,93257,1,2226.27,6,6,4/24/25 16:00,spanish,1.183555
416,1kya5m522vpe7qde,4/25/25 15:25,6,1,2,0,1,0,0,0,0,0,13,,1,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,6,3,1,77,2,2,0,1,0,1,,0,1,0,3,3,3,3,3,3,3,3,3,,2,1,0,0,0,0,0,0,0,0,0,,0,1,4,4,4,,2,2,0,0,0,0,1,1,1,7,1,4,0,0,0,0,1,3,4,5,2,,2,3,3,1,2,2,2,2,2,2,0,1,1,0,0,1,0,0,2,3,2,3,3,0,0,0,0,1,5,,,1,,2,3,4,5,4,4,3,4,3,1,3,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,0,0,1,0,2,2,0,,,0,0,0,0,0,0,0,0,1,,3,13,1,3,4,0,0,0,0,0,0,1,1,3,,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,99366,1,802.86,6,6,4/25/25 14:48,english,1.197645
711,eht4pafqqvcy9b4x,4/27/25 16:05,2,2,2,0,1,0,0,0,0,0,13,,1,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,5,2,1,26,2,2,0,1,0,3,,0,1,0,2,2,2,2,2,2,2,2,1,,2,2,0,0,0,0,1,0,1,0,0,,0,0,2,5,5,,2,2,0,0,0,1,0,2,1,7,3,1,0,0,0,0,1,1,2,4,2,,1,4,4,4,1,1,3,2,1,3,1,0,0,0,1,1,1,0,1,5,4,1,4,0,0,0,0,1,5,,,4,,3,2,1,4,4,5,5,3,1,1,3,,,,,,,,,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,2,5,3,2,1,0,0,0,0,0,0,0,0,1,,3,6,3,3,2,1,0,0,0,0,0,0,3,3,,3,1,0,0,0,0,0,0,0,0,0,1,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,12345,9,1200.3,1,1,4/27/25 15:44,english,0.7829629
797,xduz4q04c9446n9a,4/27/25 19:02,3,2,2,0,1,0,0,0,0,0,21,,3,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,3,1,4,6,1,2,0,1,0,5,,0,1,0,3,3,3,2,2,3,3,1,2,,4,1,0,0,0,0,0,0,0,1,0,0,,0,1,1,1,,2,2,0,1,0,0,0,2,2,4,2,3,1,0,0,0,0,1,1,3,2,,1,1,2,3,1,1,3,1,2,2,0,0,0,0,0,1,0,0,3,5,4,1,4,0,0,0,1,0,2,,,1,,1,1,2,2,4,4,4,3,3,1,1,1,0,0,0,0,0,0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,,,0,0,0,0,1,1,0,0,0,1,3,1,2,1,3,0,1,0,0,0,0,0,,1,1,,0,0,1,1,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,89101,9,400.67,1,2,4/27/25 18:55,spanish,0.7450339
816,rx1nht9v9qd6utms,4/27/25 19:52,5,1,2,0,1,0,0,0,0,0,13,,1,5,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,1,39,2,2,0,1,0,6,,0,1,0,3,3,3,3,3,3,3,3,3,,3,2,1,0,0,0,0,0,0,0,1,,1,0,2,2,2,,2,2,0,1,1,0,0,4,2,4,2,4,0,0,0,0,1,2,2,2,4,,2,1,5,2,2,3,3,2,1,2,0,1,0,0,0,1,0,0,1,3,2,2,5,0,1,0,0,0,3,,,3,,3,2,2,2,3,2,2,3,3,1,3,,,,,,,,,,0,1,0,0,1,0,0,0,0,0,1,0,0,0,3,6,1,2,3,0,0,0,0,0,0,0,0,1,,3,3,2,4,4,0,0,0,1,0,0,0,3,4,,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,92335,9,1694.36,1,2,4/27/25 19:24,english,0.7316523
935,ugnz34nvpqqfy0k0,4/28/25 2:04,5,2,2,0,1,0,0,0,0,0,13,,1,3,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,26,1,2,0,1,0,1,,0,1,0,2,2,2,2,2,2,3,2,2,,4,1,0,0,0,0,0,0,0,0,0,,1,0,2,2,1,,2,2,0,0,0,1,0,2,1,7,1,1,0,0,0,0,1,2,4,4,1,,2,4,2,4,1,1,1,1,1,1,0,0,0,0,0,1,0,0,3,2,2,1,1,0,0,1,0,0,2,,,4,,2,1,2,1,4,4,4,4,3,1,3,,,,,,,,,,0,1,0,0,1,0,0,0,0,0,1,0,1,0,2,1,1,2,1,0,0,0,0,0,0,0,0,1,,3,1,1,3,2,0,0,0,0,1,1,0,1,1,2,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,85705,9,1419.4,1,1,4/28/25 1:40,spanish,0.897145
1070,x4q1c44w75k77wqt,4/28/25 16:27,3,2,2,0,1,0,0,0,0,0,13,,1,10,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,4,7,2,2,0,1,0,3,,0,1,0,2,2,2,2,2,2,2,2,2,,2,2,0,0,0,0,0,0,0,0,1,1,,0,5,5,2,,2,2,0,0,0,1,0,2,1,7,2,4,0,0,0,0,1,1,1,4,2,,2,4,1,3,2,2,3,2,2,2,0,0,1,1,0,1,0,0,3,1,5,2,4,0,0,0,0,1,4,,,3,,2,2,2,1,4,5,5,4,3,3,3,,,,,,,,,,1,1,0,1,1,0,1,1,1,1,1,1,1,0,2,1,2,2,1,0,0,0,0,0,0,0,0,1,,1,1,2,4,2,0,0,0,1,0,1,0,,3,,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,32207,1,1771.79,6,6,4/28/25 14:54,spanish,0.928809
1081,40rtp404eeby9zmt,4/28/25 16:17,4,1,2,0,1,0,0,0,0,0,13,,1,5,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,10,1,2,0,1,0,5,,0,1,0,1,1,1,2,3,3,3,2,3,,4,4,0,0,0,0,0,0,0,0,0,0,,1,1,5,3,,2,2,0,0,0,0,1,2,1,7,2,1,0,0,0,0,1,1,3,2,2,,2,1,1,3,2,2,3,2,2,2,0,1,0,0,0,0,0,0,4,2,2,3,3,0,0,0,1,0,2,,,4,,3,1,4,2,1,3,4,1,4,2,2,0,0,1,0,0,0,0,,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,1,1,2,0,0,0,0,0,0,1,0,0,4,1,13,2,3,2,0,1,0,0,0,0,0,,3,,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,90201,1,3269.6,6,6,4/28/25 15:21,spanish,1.183555
1082,fhk98v149z19877v,4/28/25 15:54,6,1,2,0,1,0,0,0,0,0,13,,1,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,3,1,2,61,2,2,0,1,0,6,,0,1,0,2,2,2,2,2,2,2,2,2,,3,2,0,0,0,0,0,0,0,1,0,0,,0,5,5,5,,2,2,0,0,0,1,0,1,2,7,3,4,0,0,0,1,0,1,1,1,2,,1,1,5,4,2,2,2,2,2,2,0,1,1,0,0,1,1,0,3,1,2,2,4,0,0,0,0,1,5,,,3,,1,2,3,4,4,2,2,4,1,1,3,,,,,,,,,,1,1,0,0,1,1,1,0,1,1,1,1,1,0,1,2,2,2,3,0,0,0,0,0,0,0,0,1,,2,10,1,4,4,1,0,0,0,0,0,0,,1,2,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,10451,1,1858.76,6,6,4/28/25 15:23,spanish,2.04586
1090,cbnyfnpy4qzvs0w2,4/28/25 19:34,6,1,2,0,1,0,0,0,0,0,13,,1,5,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,46,2,2,0,1,0,1,,0,1,0,2,2,2,2,3,2,2,2,3,,2,2,0,0,0,0,0,0,0,0,0,,0,1,5,5,5,,2,2,0,1,0,0,0,1,2,7,1,3,0,0,0,0,1,3,4,1,2,,3,3,1,4,2,2,2,2,2,2,0,0,0,0,0,0,1,0,1,3,2,3,1,0,0,0,0,1,5,,,1,,2,3,4,1,4,5,5,3,2,3,3,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,,,0,0,0,0,0,0,0,0,1,,2,1,1,3,3,1,0,0,0,0,0,0,1,3,,2,0,0,0,0,0,0,1,0,1,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,95020,1,2253.51,6,6,4/28/25 15:38,spanish,1.38328
1282,gmkhn1s9yanzcfyw,4/29/25 12:01,6,1,2,0,1,0,0,0,0,0,7,,4,19,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,1,64,2,2,0,1,0,4,,0,1,0,2,2,2,2,3,2,2,2,2,,1,1,0,0,0,0,0,0,0,0,0,,0,1,1,1,1,,2,2,1,0,0,0,0,1,1,3,1,2,0,0,0,0,1,1,1,1,3,,2,3,12,3,2,2,2,2,2,2,0,0,0,0,0,1,0,0,2,5,5,1,4,0,0,0,0,1,5,,,1,,2,3,2,3,4,2,3,4,4,2,3,,,,,,,,,,0,0,0,0,1,0,0,0,1,0,0,0,1,0,2,3,0,,,1,0,0,0,0,0,0,0,0,4,3,7,2,1,4,1,0,0,0,0,0,0,1,3,,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,70006,6,1256.97,1,2,4/29/25 11:40,english,0.7514636
1292,42x0jt5extjw67dw,4/29/25 12:00,3,1,2,0,1,0,0,0,0,0,9,,3,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,2,1,2,25,2,2,0,1,0,1,,0,1,0,2,2,2,2,2,2,1,2,2,,1,4,0,0,0,0,0,0,0,0,0,0,,1,2,3,2,,2,2,1,1,0,0,0,2,1,7,2,3,0,0,0,0,1,1,1,1,2,,2,1,6,2,3,2,3,2,2,2,0,1,0,0,0,0,0,0,4,2,3,2,3,0,0,0,1,0,1,,,3,,3,2,3,2,3,4,3,3,3,1,3,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,3,2,2,0,0,0,0,0,0,0,0,1,,2,6,2,3,4,0,0,0,1,1,0,0,,3,,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,11385,9,681.05,1,1,4/29/25 11:47,english,1.050281
1583,6ynzuw02y9mznht9,4/29/25 14:33,4,1,2,0,1,0,0,0,0,0,13,,1,15,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,2,32,2,2,0,1,0,1,,0,1,0,2,3,2,2,2,2,2,2,2,,4,1,0,0,0,0,0,0,0,0,1,1,,0,3,2,2,,2,2,0,1,0,0,0,1,3,7,2,2,0,0,0,0,1,1,1,3,3,,2,4,2,4,2,2,2,2,2,2,0,1,0,0,0,0,1,0,2,1,2,1,2,0,0,1,0,0,4,,,3,,3,3,3,1,3,5,3,4,4,1,3,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,0,,,0,1,0,0,0,0,0,0,0,1,3,7,1,1,2,0,0,0,0,0,1,0,,1,2,,0,1,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,46528,8,699.1,1,1,4/29/25 14:21,spanish,1.239915
1620,djca3m5nd8rvzsb7,5/1/25 14:57,4,2,2,0,1,0,0,0,0,0,13,,1,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159,,,,,,,,4,2,1,36,2,2,0,1,0,6,,0,1,0,2,2,2,2,2,2,2,2,2,,1,2,0,0,0,0,0,0,1,0,0,,0,0,5,4,4,,2,2,0,0,1,0,0,1,1,6,1,4,0,0,0,0,1,1,1,2,1,,1,3,4,3,2,2,2,2,2,2,0,0,1,0,0,1,1,0,3,2,4,2,3,0,0,0,1,0,4,,,4,,3,2,1,1,3,4,4,4,4,1,3,,,,,,,,,,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,2,3,2,2,0,0,0,0,0,0,0,0,1,,3,5,1,2,4,0,0,0,0,0,0,1,1,2,2,,0,0,0,1,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,75702,1,1943.33,6,6,4/29/25 14:35,spanish,0.7829629
